Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
Q14019,47012.43636,21814.49298,5160.704401,5420.934937,8204.299505,30949.87507,5956.747978,28870.48812,15902.6766,41244.51235,9530.589443,13701.39736,24197.91346,34232.35006,10404.64438,62164.28775,11056.30642,12384.11327,15693.1608,34619.51871,14449.97056,40461.10363,18117.1222,23187.73931,9164.903713,47157.94711,23373.80365,20144.10785,9478.309486,6110.148573,6137.360368,14331.70553,13701.09677,12663.78774,4618.329409,12895.17492,18725.6381,47088.99878
Q08AH1,0,946.9694466,180.3884125,44.37955856,0,0,0,2494.539037,0,0,0,0,205.4070511,806.9079971,608.3409576,0,0,0,0,0,0,971.2163509,2618.169527,0,0,0,11039.81641,0,0,0,0,0,8200.770138,0,19.33516825,0,0,0
P10635,21356.07048,113294.9174,38258.5515,16283.04678,9080.302694,11227.35393,97262.33757,12498.03376,8505.688572,70458.90428,74669.59186,72651.32512,32375.78547,52269.93013,26630.43581,12889.6818,94713.93748,4972.75188,35761.88873,70550.22009,149543.5308,28891.46222,20285.07105,42430.93732,11298.05353,8549.579076,70992.53757,209876.3528,5677.706279,40848.14486,49288.53174,2986.168348,18045.88404,38354.83441,21202.02897,35994.01594,7960.369747,6858.013612
Q9HDC9,589021.1005,372614.6893,149011.2328,88993.87443,281699.399,427083.0566,520035.3592,606236.15,191551.1774,645425.6451,249046.0906,303308.0221,562621.7019,492634.544,159565.0659,266389.331,474501.0095,181186.2364,376652.9744,416080.7488,580438.4079,1471434.034,370376.5007,550319.721,173467.7326,82726.86837,296635.4334,265932.0802,350903.2848,1248264.91,101653.0594,321718.7862,882793.8395,204671.5728,131997.6946,171832.5055,352070.2914,194796.9149
P50395,685064.6472,767827.2565,350108.4546,214125.6759,349884.5783,525584.1478,608503.9968,599546.4312,292214.8378,1043751.161,505334.1729,576623.2782,683411.5008,838855.8125,343639.4438,612162.8711,508930.6466,262561.442,585644.5496,880714.1258,882400.5649,2169457.708,2227537.611,660966.4764,503560.027,656386.5615,569550.9185,497269.1383,615926.7713,408254.6113,465658.5784,494693.9648,626618.2697,414402.3048,196592.4264,401112.4998,348018.6797,502519.1219
P08263,927.756466,602.8663063,884.0361055,1282.153107,2977.885649,2171.39378,4354.93734,30.63924885,54.81698036,552.9370927,2814.277935,157.2591896,301.4688549,64.5150528,876.8391107,560.6882061,604.9484126,1599.102402,575.9368511,1929.54849,4477.829395,1471.026788,403.9801812,4479.755519,592.905696,114.41863,6450.171489,82.44207573,92.92771394,834.6994658,948.645469,100.6079082,180.034072,431.3644565,29.58572544,240.7096938,783.926949,202.8345309
O43294,1026.718811,0,0,0,0,0,2076.461866,7832.822364,1165.543396,1192.381287,5176.232182,0,0,23768.36026,0,0,694.7867432,0,0,10502.38819,0,35747.86493,1444.87793,1208.036862,9060.150999,0,1156.129816,0,0,0,0,0,1459.695679,0,233.1610657,53746.24552,1300.891602,0
O15247,44265.09992,19055.05875,6782.384904,8196.277984,11071.11475,28477.16322,17887.0589,27654.03995,14093.03855,59278.72148,18430.96178,23679.10864,31891.69131,39436.2796,9474.254885,21500.61,10215.49346,9217.140877,22284.18953,43652.1156,15659.95424,43681.68881,29629.26951,13159.42242,16546.79581,205462.8843,15482.13313,23235.66329,4105.742162,5939.600014,5696.161462,18011.53053,19683.17344,13033.97214,2575.237524,25119.44649,5448.352552,147791.4033
P60174,6140440.688,5663672.355,2258969.266,1160032.17,3154583.184,5066915.915,3508712.853,6666041.914,5080473.879,8540016.509,4315754.185,5382162.284,4792333.81,5578463.041,2075998.471,4709855.82,3961234.814,2477139.995,3372895.257,5893787.985,8035150.417,15206095.47,12904908.93,4251076.171,3120666.684,4818439.545,7156980.934,3857700.401,5525925.4,7122530.306,3732910.014,4826963.389,4666721.83,2179972.317,1535508.03,2389567.578,3367954.523,4653891.074
P53602,4321.314548,5921.597922,3209.096957,1718.899578,3022.178875,1457.973054,2712.643019,6058.233146,7396.662608,12854.47917,3835.853727,6728.677172,7557.930299,11449.19557,3127.973014,17104.08735,1172.576287,2600.135524,5459.178924,4378.508777,4960.278614,17394.65319,3346.482819,3265.983321,951.7542469,5499.146664,19289.05278,5404.865247,7274.817793,37067.60764,4477.55517,2775.571459,25696.0006,6147.522024,7835.960164,2327.633178,5243.697055,2294.850432
P35270,305760.2612,260561.0087,158936.2469,74287.12221,185818.2814,236041.9141,205643.1656,374810.1232,175588.8114,634448.9738,209179.5241,284321.0579,242397.1072,242951.7074,107830.781,292333.9255,246570.7611,139772.2553,230824.6884,251184.209,486407.955,910469.3368,940094.156,348725.4471,179399.7438,430290.1939,428156.5988,141846.8808,119814.2797,202237.5612,225939.0882,343166.7712,278110.9814,185047.417,166585.5177,105606.5163,236881.8898,139404.0955
P08123,24315.94179,27606.70219,2214.888658,2992.671369,2031.343821,10705.26389,74456.53559,20812.67006,2567.512448,4191.061521,9117.555752,2209.708254,5326.735035,9328.631551,4292.034981,5528.803329,3777.440633,2550.315273,3270.865358,32551.73168,7402.460291,438129.7955,8417.460952,3503.667805,43892.2617,2453.39229,4345.463337,5299.66647,117724.313,2385.207988,1667.547095,5899.596739,4446.87402,30794.40076,2371.566234,29965.95281,3112.380546,6545.356144
P49721,87696.18943,56631.71745,38747.5129,18965.96316,50527.37179,66017.60673,40785.6258,92964.96712,79314.60787,245841.7643,50053.91137,83178.08224,69241.50164,56071.12885,30917.14694,98546.14637,111770.4932,42010.49482,61613.21334,70502.32906,126505.7578,252839.8246,376812.0141,54267.52854,64975.53496,121687.2002,62993.3508,84094.93275,35866.89708,77635.15257,67118.24505,78755.24337,68121.26332,32095.97966,53663.49548,44708.80332,51845.93,62216.84017
P10606,85998.28757,47933.38021,27296.82827,19961.75774,69044.48373,87696.37399,31443.57623,59400.01029,73240.79418,71307.87743,29375.47623,30916.81493,46293.27939,25379.79114,16772.04829,77159.11855,69869.30222,44773.37523,42267.09693,168937.8041,80598.03616,72662.90242,58826.3089,53612.06576,97555.94884,85540.41958,17517.66635,50077.45994,24972.82284,30873.97484,35634.15977,23881.78497,44591.56699,32103.51724,22455.53638,20011.31568,33221.97613,94076.33536
O60884,52941.95578,37408.61038,8172.285839,2658.180907,21391.63306,74165.56804,46430.40673,83763.71595,60948.88176,94830.86072,36127.94153,46052.52812,46177.43867,62684.75168,21152.65669,58097.17855,55190.06783,20899.81662,27905.3089,27761.17167,77382.18623,134209.7781,152122.9631,26776.19477,29492.97285,55359.93637,42057.95058,69195.07393,31166.53332,98620.60278,22609.8315,51861.60138,85791.62827,20220.84133,21115.99941,24512.02882,29575.61836,39676.22135
Q9Y6L6,9.49808945,4494.462921,1347.953105,908.5139958,0.285833256,453.4474512,9043.74926,913.3278503,204.541611,1234.082397,2392.281828,3165.439902,999.2578947,2885.518826,2905.712239,0,1503.755086,798.5230789,2471.721205,28122.89527,3458.70527,12635.61734,1.261336619,3336.038126,6391.28588,264.437851,957.8117523,808.1377029,742.7220185,865.7960548,4177.918275,155.3478146,2229.929581,2929.272381,556.4619408,248.063226,2363.711653,611.7753597
Q7Z6K3,15212.76851,5668.863183,3153.741198,1697.8046,3610.236721,7315.423575,3806.554601,5778.600731,6538.015608,4822.616046,2088.852961,3363.555641,4436.375851,3534.265625,1847.508305,3845.104534,3991.74179,2613.092789,3273.501354,7612.074428,7836.462384,10204.39609,5577.183977,4475.56001,4177.809187,6629.38504,6742.592046,3897.741062,2274.38076,3564.788582,2845.879159,4593.036941,3234.433709,2178.347223,4163.501986,1516.258935,3014.086687,2598.311328
Q13363,22327.506,18454.70027,4742.865465,4328.137876,6899.48154,16955.81905,14776.28455,26782.3895,15545.22523,38743.9489,16820.08618,19378.54655,20400.41198,28396.87051,11447.0871,21420.09758,13444.19613,2833.013106,13557.46069,28598.41694,31624.42578,60169.84165,94751.09985,14039.4692,13657.52887,24962.24913,13992.14865,13366.61695,11469.97562,8556.063122,14761.18758,24224.93884,17849.16486,10458.64473,4318.615845,12666.66412,7854.526419,17724.79809
P19971,448082.7839,476922.3833,137396.1155,240810.6399,294274.3882,279937.7023,220220.775,366268.7311,267670.7665,706553.3675,382847.0557,326484.7976,512322.2755,531021.1739,298500.6457,602370.1538,410287.6464,266352.1964,369215.4348,1329618.818,359791.8908,387373.3941,1366146.28,776587.7691,182231.7371,736036.9493,495324.8246,529292.0996,164775.2442,352899.435,176789.3203,407820.7541,520018.0156,512981.0055,102943.1484,431458.7249,663066.2323,487449.0307
Q9HAV7,32555.32845,13940.59644,7656.550098,5314.553708,24926.86455,27603.24314,13815.81941,23648.84372,24505.05317,40673.15858,11914.94212,14797.86484,18559.33245,9971.938931,7547.360992,26372.85266,11243.5271,8400.092573,17493.4562,36381.62072,30014.23173,26711.31385,23333.57542,21314.28825,23039.44592,30794.22085,26505.10942,7876.722925,14081.28631,13251.45823,22811.70336,20586.79166,16458.11118,6971.450872,11990.89511,3261.863979,10768.28891,8786.928602
Q93052,62244.36978,56250.96525,32664.66556,12491.98546,20838.87058,54387.04132,39294.49577,80841.14435,18997.84895,107044.8431,47140.25157,19690.65818,34051.94889,105188.777,17283.1199,35665.6328,31818.89519,11512.9623,48278.50612,107775.6019,35146.81501,210020.6917,202009.121,39159.0986,57873.32279,24904.47772,26372.78552,28300.40979,34084.77327,45107.83374,16931.63891,31695.00363,65156.429,25119.2167,16092.58743,237437.4423,46858.39081,21532.89578
Q6NZI2,330229.5957,77893.19038,44850.85662,21330.15456,23288.50172,94107.5836,47946.7606,104686.2042,34689.25812,54858.64835,87928.039,12443.22828,36789.61646,65463.03603,17944.42204,42400.31172,37454.84559,18530.63563,24475.63451,361274.0396,83594.49692,378857.7879,92144.85051,64928.81781,132170.2114,26004.58175,24344.15623,35664.40656,8071.664079,34355.06044,36986.11692,27278.9353,41775.67307,11591.9522,39464.37302,349216.5637,55625.80846,240267.4777
P48506,65729.18178,148590.0673,104939.5117,53914.41235,74967.14613,51525.25595,111982.1052,98070.81975,57107.17901,298106.9251,145721.4906,165849.1405,140690.986,191119.5819,100676.3323,167664.6813,139886.1096,52335.45648,112128.1028,98760.18925,229419.6121,158724.9469,570885.6053,118785.2575,74724.52922,161560.7346,138508.0871,80204.40228,24500.31788,239909.888,151608.7142,139631.2819,178761.3195,123792.3813,33643.59656,32441.9172,125675.0698,48981.74352
O14879,2763.421603,4855.108445,1575.97126,6896.646287,1687.696121,1445.499647,3221.2778,3945.569687,1333.181663,5486.525125,2004.559244,1729.098158,5641.965528,6322.48245,3671.736553,3222.908094,3369.348553,639.3144427,5059.851254,7239.965891,3073.901658,8579.198005,27945.80951,4027.638162,625.0777767,6247.774312,4392.279252,4242.660207,3370.037314,1862.966198,520.3733581,2385.004151,4346.471483,3727.541243,1810.94587,4953.09462,3036.251776,7798.200109
P36021,1035.176344,6955.964615,1784.828701,1174.559009,336.5618566,422.8476746,4677.765263,1294.520196,908.7841492,2949.323904,2308.643186,2962.376673,3285.821948,3418.062984,2538.374037,495.7840603,1850.402453,1235.106424,3430.278815,2940.643699,11347.34054,3426.075109,3780.685521,2017.456154,846.3262851,477.0994491,1827.070211,1456.734499,2370.988443,555.444916,1225.131651,400.88528,1967.032499,2240.560776,321.6330325,1907.834641,1522.759817,3852.912936
P16452,0,3122.827782,0,1637.921406,308.108971,0,2292.524933,87.63026576,0,0,0,553.0886403,4019.542511,4357.156083,1546.201492,0,2030.507416,0,3253.91629,0,0,0,8585.28537,8135.366618,0,0,0,0,897.3589172,0,0,0,0,685.3994904,267.9031296,7574.525795,7376.769334,12331.73978
P52566,1082826.633,439034.3604,142729.2696,182956.7122,292042.3313,758900.9269,407866.3713,794234.551,433856.1599,1108174.093,294979.0337,369225.8229,620404.7184,1132770.65,282556.2504,398777.2106,310876.1479,156337.5456,396209.4545,1342802.385,433450.0623,1247719.822,803524.8866,378089.8545,319475.2123,1033232.208,534017.087,529766.0957,717071.3625,250238.3705,361932.3885,639128.5667,607827.4618,364356.3899,170457.6705,719480.7173,240897.3294,634349.7074
P31946,723672.398,483902.21,274164.1717,176879.7314,306441.2764,480980.0811,356784.9707,565239.3991,284633.7702,590437.7169,259329.7313,318702.2547,377081.445,598319.486,185779.8037,406703.4176,308287.7681,139192.3931,319407.2383,861723.3839,605751.4868,878345.0623,847164.4498,401020.6758,316107.149,390116.3591,395645.368,322803.5129,647526.8561,734727.476,231304.0628,298837.922,587860.5077,236801.6383,142761.9747,373427.0728,218286.5003,445212.6104
O43315,656.5828507,273.0331343,171.7652791,137.3260872,144.6783227,1068.94165,135.2087909,232.403447,691.8173071,2105.114561,445.2343356,1846.584224,987.9394733,2057.654253,779.346544,713.7294699,939.6990354,171.3808179,295.6594971,230.3719207,23639.53316,9160.511318,109397.5346,433.0750957,630.4108306,2588.073781,521.5999811,226.0760543,568.789045,126.6802281,932.485236,3882.134907,185.0380827,111.5999737,179.7685992,244.1236828,86.01944602,475.7076904
Q13572,5453.940356,7111.224634,1786.466999,4075.727172,18611.18577,15882.32365,7955.119202,13188.78582,8459.336268,52442.11023,5125.717103,10947.32734,17560.89743,25405.5483,11310.33126,32063.83785,24674.66545,17643.40126,21703.57281,23943.06203,31111.36755,66378.59357,26417.328,14076.72577,6061.060549,10083.7667,11389.98802,12278.25849,7777.795169,50362.2723,14321.03146,12395.77578,13148.39276,15127.50415,8574.668785,14029.3824,20623.3219,8334.582066
P02741,7426.342379,8300.84845,1187.520048,1162.649426,4672.53599,40261.6764,3258.829037,26247.54705,5592.924991,77415.76212,3468.727738,4515.598908,26018.61841,16216.48048,6034.490995,6654.803651,7707.90203,5422.496646,57451.40406,12813.09925,10388.61231,108180.7866,3573.918813,15712.64819,107653.8377,4938.237554,7900.97121,41551.7834,10845.38511,4424.938021,4488.266028,6982.840656,29484.88824,1706.659384,2617.818457,16372.63061,12404.82369,17361.49545
P11137,0,678.8598022,0,122.135376,143.1992035,630.3993004,0,898.5962722,146.4076843,334.9363556,737.9370117,406.0598623,678.0233861,0,0,344.6299775,246.6169739,574.0558197,653.9562394,0,5462.217469,3101.563156,22484.17822,0,0,15986.59468,0,607.3247375,0,789.4696698,300.311264,0,5869.359711,736.4288779,3620.404635,748.0538864,6329.626374,2838.12195
Q08426,1474970.99,3350614.494,1094442.192,811177.1071,1435775.087,1198249.924,1759936.35,1791018.593,1310396.115,4948482.955,2047724.501,2634114.498,3133390.959,3906214.814,1077435.169,4261811.236,3231780.071,1937126.553,1533066.953,1953708.258,9537571.392,1560078.675,10416879.65,4396175.167,1019994.633,4569448.263,1730596.985,2296553.797,199792.2893,1899504.046,1333168.214,2029446.135,8298157.873,1258629.51,2224859.034,579398.7924,2891000.209,365721.2883
Q8WTV0,494.290546,1611.389308,1379.351031,1842.382964,318.9723705,254.104179,4645.970047,363.5109736,516.1104904,2129.482206,1304.315244,930.4438559,416.1655347,497.3792542,934.2019335,1133.224486,971.7045333,693.3663421,1619.383289,3897.056211,8696.410992,28380.61442,721.4754715,1516.144272,1000.441999,86.82302475,1303.055869,1032.250515,2625.721636,3268.664389,2359.287314,520.2140461,59.75615118,4396.786479,822.5841942,716.3958524,2579.044949,255.4981137
Q9P267,9725.560738,10339.34844,509.4857101,6807.625774,16384.78509,90.10057462,12890.87059,22.40297115,0,441.8523254,6290.613213,7804.634162,5987.93676,27025.39279,414.7151616,12811.12518,5735.456924,2990.772125,4454.694534,2903.486147,12782.5276,2622.624361,18243.50354,31733.6882,586.4879684,3257.947418,29.26523074,1124.60698,624.1616183,10273.01349,6863.49854,865.3491454,42238.00937,1257.332462,5986.742868,1950.277394,3466.599075,1221.420201
O75348,8958.647974,6799.062964,4944.4553,2872.023049,5896.411983,6298.603929,6451.580232,6374.026483,2120.585209,9327.919685,5293.918405,3252.744351,8523.973168,6465.890133,3216.747224,5426.15184,3842.54739,2744.533761,4394.952774,9480.461916,7156.252593,10868.14906,11844.66906,6078.168169,10026.20987,8682.074365,4991.443212,4688.260413,4326.994039,3606.856496,3794.708062,3375.681549,6871.561367,5784.115534,2932.604932,3963.832248,4501.95891,40134.07012
Q9UL46,647829.9103,546416.0487,248475.4563,173352.0121,396469.157,483090.3175,262134.0496,506243.9499,443802.1975,784580.8516,253226.0498,448460.9447,478839.2353,345583.5605,303636.0567,702555.1368,482132.5301,208205.3613,302731.7342,397634.9474,606909.0826,911103.3064,1701697.882,314343.6792,208456.9078,903189.3476,546984.6847,317045.524,155131.6854,593364.5837,169274.7356,489116.9886,409486.7911,429562.3799,306869.7297,216156.4698,299542.409,347333.489
Q86TI2,13235.98182,20778.69984,7280.913623,3431.906809,6687.816365,12023.03746,15019.07053,22836.7048,10945.51198,96100.02673,15354.52089,31171.09862,18789.72791,25244.65351,9337.25573,17318.3918,33446.29939,15895.86024,20123.26446,41716.35145,32293.08906,131254.9205,54461.14554,11559.89212,12581.89043,19117.22542,14469.79857,26853.63964,5063.574336,34617.34679,15482.52767,25063.99025,22102.33967,20129.68588,2942.66186,9839.795101,27398.90109,22909.60279
Q96JB5,33909.22131,28579.56007,20197.4773,10317.3505,17894.56335,19503.57994,19306.28183,27072.74565,11943.65008,42274.30503,22724.15554,22915.64206,22208.99824,28727.57188,10797.56605,26110.24861,20764.70858,11927.89911,26126.61692,47883.67578,47398.19126,34754.02331,54797.22428,26437.63307,21173.97298,28336.8851,15607.93443,13971.54472,10540.85581,44765.82152,9724.48183,31232.23852,36475.15903,6585.231229,10805.8236,16403.00714,20465.87491,17801.85064
Q8N5G0,4132.907198,8842.623284,4448.112365,1265.64238,0,4526.122177,7226.258398,3982.979691,2946.438904,6550.417816,3000.45104,0,10462.98657,1086.737061,1524.457092,1302.706011,863.995163,1524.615532,2438.764755,22712.64078,16657.36791,24270.11984,0,3707.294247,17216.74873,13501.8407,8401.713143,6859.691996,557.6459351,7432.300439,3923.763812,11236.59521,6061.141541,3823.746547,5479.678357,2110.46051,0,3502.753003
P51665,21910.19915,12566.84409,5141.834217,4018.041951,9747.190904,17108.0122,3808.736614,17913.14324,15106.90723,19327.83704,8488.947428,8904.505252,9680.450207,12626.80552,4642.215802,12536.0629,11388.111,5191.349424,11621.44753,21229.41819,21244.67415,51331.9254,37799.87886,5328.087639,8729.043197,15557.20768,11110.38867,8501.996465,8507.077796,21161.06315,7218.669769,15033.34737,10615.35456,7548.739664,2579.955235,8039.879357,7937.642646,20975.95306
Q14677,52085.52323,22239.46563,13719.57385,11160.71961,18759.53393,34049.69742,23444.42016,26656.89705,16455.7945,29107.82393,17017.4392,11237.05376,24956.44443,27022.00071,11812.32128,14289.36765,14717.3795,9961.061952,18801.16541,51755.60338,36275.93251,43215.11848,44220.21963,7857.032122,14835.94559,38313.27684,15155.72725,21488.44578,27192.76079,30757.61785,19828.63687,20534.13876,17543.67748,25875.52955,16291.54165,20842.66779,12911.40268,46484.61795
